#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://acpcongo.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://realpolitik.com.ar/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://ohiogreenstrategies.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://eduline.hu/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://qq.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://smithmountaineagle.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://maps-inc.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://truckingnewsonline.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://almountakhab.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://duluthnewstribune.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://laborpains.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://siliconera.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://stabenow.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://europe1.fr/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://mouseplanet.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://bjreview.com.cn/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://hipersuper.pt/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://szdushi.com.cn/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://correiodailha.com.br/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://portalimprensa.com.br/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://pitchfork.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://coosavalleynews.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://plumdeluxe.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://oxfamamerica.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://romania-actualitati.ro/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://maroc.ma/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://56.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://acrofan.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://humanitariannews.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://harvardmagazine.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://maraton.com.tr/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://douglas-budget.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://justice.gov/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://redes.org.uy/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://ouraynews.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://outinjersey.net/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://menifee247.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://lakeshoretimes.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://stogieguys.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://juicysharesdaily.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://mantova.corriere.it/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://ecdailynews.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://oilandgastechnology.net/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://forusa.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://wtoc.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://businessreviewcanada.ca/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://lse.ac.uk/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://mcduffieprogress.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://corvallisadvocate.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://moneyweb.co.za/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://krasnews.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://el-annabi.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://everydayebook.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://adelinekoh.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://laziopress.it/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://channelguidemagblog.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://camilleri.nl/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://mod.go.ke/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://elpopular.com.ar/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://myscienceacademy.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://supplymanagement.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://gazetteherald.co.uk/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://dailyyonder.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://qnews.com.au/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://albengacorsara.it/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://evtrib.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://legislativegazette.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://japanfocus.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://ironihaber.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://gmanetwork.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://rtc.cv/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://totalfilmy.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://corrierediviterbo.corr.it/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://siteua.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://pakistankakhudahafiz.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://akwacrossfilms.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://diarioveloz.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://transcontinental.com.au/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://indianapolismonthly.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://cancernetwork.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://globegazette.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://cbs58.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://samusicscene.co.za/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://balticbusinessnews.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://asromachannel.eu/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://rg.kiev.ua/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://missouri.edu/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://kutv.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://radio.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://kaliningrad.kp.ru/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://nzsurfmag.co.nz/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://ryeandbattleobserver.co.uk/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://bankingday.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://espnsuperstation.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://setn.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://gala.de/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://jutarnji.hr/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://vestikavkaza.ru/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://zimbabwestar.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://gomarche.it/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://keralacm.gov.in/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://beveragelaw.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://kpsscafe.com.tr/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://anglechronicle.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://dhnet.be/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://information-age.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://teendrivingallianceco.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://qatarairways.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://presseportal.ch/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://oodmag.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://unioncancun.mx/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://summitdaily.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://mastercardfdn.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://expo2015contact.it/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://khq.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://verkeersbureaus.info/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://diagonales.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://aip.nu/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://puuropreis.nl/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://apexbeats.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://irishdentist.ie/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://specials-news.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://alarabonline.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://akibatan.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://caminodesantiago.me/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://supthemag.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://iamwealthytoday.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://harringayonline.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://exponent-telegram.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://wfaa.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://infonews24.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://sasee.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://gooya.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://gmauthority.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://kentuckynewera.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://lancasterguardian.co.uk/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://thonline.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://baritoday.it/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://casino.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://laclabichepost.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://explosion.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://mittelstand-nachrichten.de/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://destak.pt/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://konhaber.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://sobitiy.ru/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://eatdrinkri.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://firstthings.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://froot.nl/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://financialsense.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://equator-asia.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://theglobalist.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://insidecounsel.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://thenavigatoronline.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://analysis.rte.ie/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://sudanvoices.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://iiss.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://aptn.ca/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://alrai.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://lompocrecord.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://cato.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://bryanellis.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://zn.ua/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://mvd.ru/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://catholicnewsagency.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://wisdomvoices.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://politicalaffairs.net/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://outandaboutnashville.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://muvitv.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://frankenpost.de/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://catholicfreepress.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://lasignare.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://newstimes.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://colombia-inn.com.co/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://lequebecexpress.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://farmers-exchange.net/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://wgme.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://thecasket.ca/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://worldfirst.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://pelhamreporter.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://healio.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://cfainstitute.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://erietvnews.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://periodismo.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://regionnet.com.ar/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://bjkdinle.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://news24.com.eg/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://diyphotography.net/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://quotidianodipuglia.it/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://athleticsnation.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://wired2fish.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://dbsjeyaraj.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://tiempodesanjuan.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://milanofinanza.it/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://vadcnete.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://ilw.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://thenewsteller.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://datzhott.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://pomorska.pl/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://houstonpress.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://mjtimes.sk.ca/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://mooresvilletribune.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://infopresse.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://lapress.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://nicepeoplenetworking.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://federalnewsradio.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://ambientebrasil.com.br/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://timbrowntours.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://pomeradonews.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://kmuw.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://the-star.co.ke/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://telegraphindia.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://arvopaperi.fi/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://masr11.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://mboaconnect.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://leamingtonobserver.co.uk/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://greendel.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://callutheran.edu/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://camdennewjournal.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://observernews.net/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://imerisia.gr/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://telegrafonline.ro/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://richmondandtwickenhamtimes.co.uk/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://midwestguest.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://samarnews.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://ideiasnamala.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://yesnews.it/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://gonzalescannon.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://southernpoliticalreport.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://modernbeatdigital.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://asisucede.com.mx/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://gazeteciler.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://smartershift.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://postbolivia.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://naisadak.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://downtownpublications.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://undispatch.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://istasyongazetesi.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://coastalobserver.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://hetkompassliedrecht.nl/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://fortbendstar.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://newsradio710.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://anythinghorror.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://marinebusiness.com.au/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://gamblersdata.info/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://voxxi.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://rsc.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://thefourthperiod.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://inentertainment.co.uk/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://wate.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://ena.gov.et/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://midlandsradio.fm/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://wellingtonadvertiser.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://government.gov.ge/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://express.be/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://nmgnews.com.cn/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://morganhilltimes.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://wearegreenbay.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://heyreverb.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://msmagazine.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://washingtonbanglaradio.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://sciencepost.fr/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://antiwar.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://elmercurio.com.mx/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://clantonadvertiser.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://km.ru/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://yesweekly.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://jyllands-posten.dk/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://audubon.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://propertywire.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://mon-immeuble.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://bedfordshire-news.co.uk/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://hibbingmn.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://americancitizensfortaiwan.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://juancole.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://handbag.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://calvinayre.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://newschannel6now.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://thephuketinsider.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://superauto24.se.pl/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://lephareonline.net/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://caijing.com.cn/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://brightsideofnews.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://off-grid.net/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://akhbaralaalam.net/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://emaxhealth.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://desertexposure.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://dollarsandsense.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://washingtonbeerblog.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://tempo.com.ph/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://register-news.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://tmz.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://hapblog.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://theatlanticcities.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://thevisitor.co.uk/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://healthaffairs.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://healthnewsline.net/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://expatica.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://cinegiornalisti.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://rantapallo.fi/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://networkcomputing.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://melillahoy.es/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://sconeadvocate.com.au/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://jaxenter.de/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://thejuanpercent.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://kikiradio.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://weeklytimesnow.com.au/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://regionpaca.fr/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://arabic.cntv.cn/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://ernstversusencana.ca/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://pressparty.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://manilatimes.net/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://myhometownnews.net/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://aweablog.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://gannonknight.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://riadagestan.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://catavencii.ro/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://posterteam.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://jewishnewsva.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://ordos.gov.cn/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://gonepuckwild.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://courant.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://poskotanews.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://granitefallsnews.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://newser.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://tracking-board.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://electronics-eetimes.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://mediafax.ro/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://osservatoreitalia.it/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://cgpatimes.com/
