#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://lettre-amazonie.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://tscra.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.hirondelle.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://bellona.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://vogfm.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.wilson-center.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://xpngospelroots.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://olgminot.weconnect.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://soprissun.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.floridapublicmedia.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://drillingcontractor.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://elanka.com.au/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://exclusive.multibriefs.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://japanphilly.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.pravmir.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.openstreetmap.fr/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.premierchristianity.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://ipa.org.au/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.afis.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.alzheimersresearchuk.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.duchess-france.fr/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.frontiersofknowledgeawards-fbbva.es/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://koszalin.gosc.pl/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.bonpasteur54.mesvideos.croire.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://citydesk.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://mkefilm.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://cantv.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://catholiclife.diolc.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.santegidio.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.commentary.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://cnav.org.au/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://mississippitoday.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://alina-reyes.mesvideos.croire.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.solidarwerkstatt.at/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://steliosfoundation.com.cy/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.riial.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.christianexaminer.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://meetingsforpeace.santegidio.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://victory915.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.paloaltoonline.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.aop.org.uk/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.miracletvplus.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://cruxnow.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.foreverfamily.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://anglicanlutheran.ca/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.mujeresjuezas.es/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://elpasomatters.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://providencemag.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://dawnmena.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.espacio-publico.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.nfpa.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://parkinsonsassociation.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://fcnp.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://itif.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://commondreams.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://apdhe.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://zgg.gosc.pl/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.carlislemosquito.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://frjohnpeck.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.ewa.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.globalministries.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.shsvp.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.italiani.net/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://infovaticana.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://earthx.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://searchlightnm.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://salinadiocese.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://northwinton.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.haaretz.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.mab.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.rutherford.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://blogdummi.fr/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.christianwarriorprepper.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://nppa.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://dphx.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.attac.es/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://elblag.gosc.pl/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://bok.maf.no/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.choletcatho.mesvideos.croire.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.uwalumni.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://preghieraperlapace.santegidio.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.nyjl.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.100blackmen.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://luc-david.mesvideos.croire.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.eventbrite.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://choletcatho.mesvideos.croire.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.christianactivities.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.associationmodeemploi.fr/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.doy.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.chickfactor.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.terninrete.it/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.eventbrite.co.uk/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.oxford.anglican.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://cagnottes.fondation-abbe-pierre.fr/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.fondationcartier.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.bnaibrith.ca/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.antenamisionera.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://data.thetowntalk.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://alcoholchange.org.uk/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.archmission.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://thefern.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://irlpodcast.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://livinfoundation.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.pcusa.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.sjlmag.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://lespetitsruisseaux.ccfd-terresolidaire.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://todayscatholic.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.jewishcourses.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.weoverme.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://californiafamily.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.lpga.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.miraclesofthechurch.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.soprissun.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://valleypatriot.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://adoremus.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://jeducationworld.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://praisecharlotte.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.douglasenterprise.net/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.openscience.online/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://5x1000.santegidio.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.synod.va/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.azmirror.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://made-in-france.disclose.ngo/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.arjaybooks.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.northtexascatholic.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.elanka.com.au/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://metchy.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.adhc.ch/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://space538.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://texascatholic.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.thecatholicthing.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://chsrfm.ca/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.everdryny.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://papst.pro/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://northtexasgivingday.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://sacristain.mesvideos.croire.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://velkommen.maf.no/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://canadianart.ca/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.northtexasgivingday.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.loudounnow.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://icksp.org.uk/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://thecatholicpost.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://gliwice.gosc.pl/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.michelangelofoundation.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://wclk.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://mfha.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.wtatennis.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://watch.tbn.uk/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://not-for-profit.org.nz/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://churchpop.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://sk.ru/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.ilba.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://esmwroclaw.gosc.pl/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://kingjamesgospel.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://shma.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.cathdal.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.iasp.info/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://newmanstudies.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.simonsfoundation.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.pointandshoreland.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://asso.alternaweb.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.sdniceguys.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://cfdiocese.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.redrentabasica.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://cbn.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.fondazioneveronesi.it/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.mca-marines.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.betterunite.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.ksmradio.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://indiancountrytoday.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://olumc.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.feminist.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.eunicetoday.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.henricartierbresson.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.iais.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.couragefound.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.4vientos.mx/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.feedingamerica.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.coloradoindependent.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://wherepeteris.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.salondulivrealencon.fr/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.namic.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://croi.mesvideos.croire.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.springfieldlittletheatre.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.futuresymphony.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.edsurge.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://dioceseofspokane.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.sgnscoops.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://yourcba.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.wallacefoundation.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.jdcc.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://jean-elie.mesvideos.croire.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://terrasenamos.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.catholic.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://peanutbutterclassic.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://johnwesleyfellows.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.aldakwah.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://hinesburgrecord.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://energysavingtrees.arborday.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://99div.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://wnycatholic.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.sonntagsblatt.de/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://chiefengineer.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://pommeraye.mesvideos.croire.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://yiddish.forward.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://parracatholic.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://reprieve.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://tcf.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.7per24.it/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://medialegalattacks.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.giveffect.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://kbindependent.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.cear.es/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.fondazionecrui.it/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://espaciopublico.ong/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://uknip.co.uk/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.aphadruginfoline.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.greenpeace.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://jewishinsider.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.irishcatholic.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.ustfccca.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://18doors.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://es.greenpeace.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://joyengine.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.ngocomment.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.emmazenfoundation.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.cardinalburke.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://rodzina.wiara.pl/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.texascatholic.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.doppiozero.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://careers.awhonn.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://go.lemouvement.ong/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.katholisch.de/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.biblicalarchaeology.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://ccurangueil.mesvideos.croire.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.sfwa.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.naefrontiers.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://notables.palmbeachpost.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://absolutelygospel.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://blockclubchicago.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.lacomunapresxsdelfranquismo.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.konsument.at/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.erzdioezese-wien.at/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://fromrome.info/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.wearegrow.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.iapd.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.toronto.anglican.ca/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.vml-asso.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.newage-online.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.eac.nl/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.raynecatholic.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://april.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.moore.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://islandgirlsrock.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.dreamcarsite.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://islam.plus/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.iexaminer.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://artsatl.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://freakytrigger.co.uk/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.bridgedetroit.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://diolaf.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.ohiowatershed.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://lifelinechild.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.commondreams.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.heavymetal.ch/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.worthypublishing.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.bastamag.net/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://theness.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.catholic.sg/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.naylor.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://geopragma.fr/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.wgca.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.raynetoday.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://p-g-a.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://heure-priere.fr/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://pinetreewatch.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.barnesfoundation.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://usccb.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.solomonsporch.net/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://wvpress.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.ihmchurchlafayette.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://mastodon.tetaneutral.net/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://renetdominique.mesvideos.croire.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://kspress.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://victimsofcommunism.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://bible.optina.ru/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.churchpop.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://pvamf.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.aica.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.codopa.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.brigadasinternacionales.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://cityparkradio.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.catholiccompany.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.littleitalysd.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.liguorian.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://wfcj.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.dolr.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.ala.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://lublin.gosc.pl/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.mspress.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.garysinisefoundation.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://ourmagnet.hymnsam.co.uk/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://nacla.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://tulsafaith.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.pharmacist.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://faithanddemocracy.net/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.cleanfax.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://j-diocese.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.girlsforachange.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.arirang.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.healingfield.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://volunteer.uwsd.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://nmc-mic.ca/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://aperture.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://anglican.gilmore.ca/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.ewtn.co.uk/
